ifeval_ter,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
DeepSeek-R1-Distill-Qwen,32B,65.61013164,69.19794526,75.08785629,81.19133471,69.37606305,35.96669197,38.5220259,51.05717994,56.59629493,54.75282244,43.46375804,60.3076486,40.71230969,77.50057855,23.28261461,12.64986497,72.06509359,67.65692545,75.79652682,69.64656685,69.63907037,69.20983066,64.24636645,61.12756219,54.21150913,59.07340733,66.15139194,63.2050666,56.76252484,71.55911725,56.14828128,58.40631765
Llama3.1,70B,75.21586889,77.83094991,77.74813328,86.28772044,71.18564569,63.87659217,66.88885257,55.80730869,58.26502629,65.06909058,74.00459419,64.21682976,65.20096053,87.96931117,60.81653595,62.02957744,74.02646749,66.03959414,77.23899824,66.51818037,70.91577725,71.01304891,72.49536468,62.16152489,57.23220685,63.49677462,69.07828684,63.22833822,61.16847035,73.26182771,70.18609833,71.58426311
Llama3.3,70B,75.86796912,77.89839006,74.24263286,82.62185052,76.85268165,64.0469613,66.55868926,54.24388325,58.97499847,69.92429576,72.74806762,67.52884311,62.53921257,86.71791703,61.47401561,62.59166788,72.62425944,68.51803898,76.30125495,67.69259907,69.73291263,71.55726276,70.09682945,61.93056447,56.03603717,61.49356958,67.18997935,59.20559768,57.7488678,71.88832732,69.48792542,70.78918937
DeepSeek-R1-Distill-Llama,70B,60.90318692,74.14045556,77.66121338,82.1134584,72.16536653,51.7748249,58.66758884,51.06119648,55.37472026,51.45516696,51.4858815,57.25964899,58.32635256,82.16374127,54.88504348,54.33726645,73.173369,67.36504612,76.14002433,69.19918657,70.24433125,71.52743124,70.3459579,61.22554925,53.95598278,59.93117548,65.99597199,63.39774132,58.74621135,70.02631071,69.91762576,70.01238568
Qwen2.5,72B,72.78567347,73.7927923,77.81410795,86.12390654,74.50374748,55.84699923,58.85234727,58.94485978,62.07713443,69.54873589,74.70412694,66.95997641,55.85414197,83.23915929,43.72080196,31.87675471,74.06824786,67.90157899,76.47261035,69.71901107,70.37845255,72.75965291,71.18222413,62.46566473,57.71955372,63.69261824,68.46617435,64.51797493,58.98066044,73.11760092,62.9152002,66.92606433
DeepSeek-V3,671B,77.69719543,81.74013718,80.2840623,86.12399312,78.02918906,76.72239265,74.09816556,54.97795551,71.32599596,75.81382693,83.51428646,72.52478776,68.58382907,89.14029129,68.70227537,65.68752636,75.31540272,69.02583434,76.71441882,72.74563841,72.18153515,73.6916063,73.72745312,63.5360886,58.0984138,63.66835452,69.27436264,65.75725859,59.97710206,75.35134302,72.90488569,73.61503941
gpt-4o-mini-2024-07-18,,73.52249831,79.55029044,78.87999452,85.83567229,73.84053829,70.76546955,67.9514297,62.53698306,63.74014083,71.77085252,81.01464031,68.07031415,65.32048431,87.11444786,62.50495868,53.26306296,73.97681325,68.26857585,76.18431852,72.38358755,70.84462038,72.98483367,71.92941123,62.88358109,57.35751207,63.63862373,68.48253258,64.77128259,58.20556392,73.09103097,70.95309373,71.55292434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arenahard_spBLEU,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,49.82804064,64.23988885,67.26022374,68.40269006,64.1291153,20.90127789,13.78845434,62.37293374,43.66688397,43.07949573,37.51561028,10.31904665,19.44968786,39.39370299,2.703796654,9.4870751,66.3072457,67.9819112,68.31493227,70.00244943,62.28863837,61.26259877,46.3775308,63.9807536,55.76583152,55.03890351,54.97256284,51.17196203,61.42210689,61.59735502,26.41197791,23.46053533
Qwen2.5,7B,55.249534,61.54482112,75.41532559,74.09692519,61.55076064,31.40953581,38.57870051,70.5448063,62.99470459,49.61834751,39.35851982,53.17625749,43.72049139,66.10072223,20.46313704,14.31090767,69.06645498,67.86462482,70.9558373,71.05703439,65.4340147,69.28719039,58.79764494,61.87317373,54.43009633,59.35697127,65.64092031,61.4666042,63.31727659,66.68623208,48.74752998,50.42356955
DeepSeek-R1-Distill-Qwen,7B,9.835518683,20.45467875,25.35138321,25.90705036,16.01922226,5.910804137,9.377117991,51.39900525,7.447169716,4.989468571,5.381812989,6.996026482,10.23234772,14.29100584,5.616584588,8.970401701,25.62487737,33.7491701,18.22933764,28.61806624,16.90984755,32.99669698,23.39043298,40.94843517,22.09997688,19.75463888,19.52019405,22.4183015,24.179259,17.83670689,10.75246844,12.82924673
Llama3.1,8B,55.63992442,67.48875804,71.24678844,71.15510894,66.21327555,31.32148068,55.8672135,63.33693992,54.35423076,52.00145279,50.1938236,56.12095158,46.82468202,63.50977216,33.51443137,45.25167721,66.13633169,66.19344819,68.96569893,70.82432495,65.05159479,68.6203882,61.15941021,58.63508923,56.65522188,55.98285173,62.71389038,59.12643127,62.93422744,65.12066541,61.64953995,56.28003779
DeepSeek-R1-Distill-Llama,8B,11.75981076,20.56773456,17.7076135,20.37585152,12.18889098,10.12722169,3.668968278,16.81255106,12.74990637,10.75621406,14.67079003,9.72517949,13.28153032,9.38292204,4.105885697,7.876267367,23.45275341,22.28395066,21.36756905,34.21502374,13.17472176,26.40077416,15.78536024,29.15130283,21.69432623,22.3187379,23.97481523,26.90805263,30.12404915,16.55618294,28.42519343,14.11223946
Aya-Expanse,8B,55.40830621,58.95698338,68.64890272,65.27006193,58.17461649,26.82811172,34.93161973,53.32252097,51.64628504,53.56077048,57.25310454,34.932543,28.78730991,62.61929564,24.75253862,29.1601953,59.07831963,50.51338658,62.08741372,56.15760866,49.13187759,54.19124295,43.7614824,47.40672733,45.76206646,41.99205916,53.73693332,44.53298507,49.18485187,54.66558538,29.13500778,28.68658031
Gemma2,9B,60.14128847,64.19497803,74.45514221,71.93821583,67.55738917,49.77868926,55.87756252,67.47947641,65.77731255,62.89888685,59.50382603,63.27479293,49.83688651,68.96445804,54.11489099,45.81340015,65.25784418,66.60565914,67.88454331,68.07977722,62.99495842,68.88057994,61.89875275,58.84624565,54.98547208,55.5971554,63.63041218,62.40734305,63.33317424,65.03129063,65.5878618,58.58170154
InternLM2.5,20B,43.09608991,51.03332319,61.61261362,50.92069009,55.49026045,27.41955672,8.826752832,52.63366421,43.85488539,40.58552876,43.62427481,25.88340011,18.69938167,46.96099895,7.45137295,9.632037774,65.23655965,66.32967896,70.56921722,65.80747429,62.57437398,65.34154394,42.9099037,61.63457191,56.99811694,56.30420545,62.64899301,52.44801151,64.36882411,64.63542316,45.04677238,22.07442605
Gemma2,27B,64.62627563,69.84385382,76.91705692,74.67235236,70.69925086,59.02987444,65.06924232,72.87426417,67.65580045,62.42646912,66.43389109,68.42556502,56.5461015,75.26924492,59.1453268,48.40299569,65.41405166,67.01988863,71.82858701,68.66711755,63.99136294,69.02773999,64.72959646,58.0489066,52.77141442,59.37389098,66.73305274,63.37524144,68.87756524,64.92118661,61.38239803,61.94673788
Aya-Expanse,32B,63.84108344,70.50532787,73.45730875,75.00785448,70.10099619,36.00325757,40.50475429,66.13177062,67.28619016,60.68816801,64.57559692,50.17984457,42.75368751,71.91207713,31.53521702,38.75251791,66.26161999,65.24592253,67.58730712,66.54529866,61.97108733,71.23646969,60.50786143,58.14644227,54.35140573,60.24431219,66.19763304,58.85727269,63.81627651,63.63626398,54.12780221,51.51083902
Qwen2.5,32B,56.0814796,66.85459805,79.2886616,74.10870455,66.81369263,40.3882247,57.65047398,73.3206811,71.56578578,54.15703281,33.55625115,50.23133746,46.45451844,49.39067,28.25307271,35.12188786,71.48871731,68.66506377,73.57811409,72.70496619,67.37782347,74.10559789,65.67327083,66.02134671,60.55054071,63.76910307,68.92044228,64.32680256,67.64841727,70.27929146,57.93553057,60.96080515
DeepSeek-R1-Distill-Qwen,32B,46.88931306,57.10247393,48.89563273,57.27032647,44.25775975,19.66802908,22.4119246,49.27822169,63.68312237,45.52893832,24.98824035,47.49178127,31.79526501,47.03420034,10.75012682,9.064414108,32.44560843,31.14209222,26.62133695,31.07965555,25.86425637,29.34925398,40.37483178,40.52604306,29.12038628,28.85498141,28.0171268,34.21212612,25.1532504,22.52670747,33.57518354,32.44547135
Llama3.1,70B,70.72388877,76.01704462,81.60536896,80.87900767,76.19719167,59.38279,69.8628157,70.00936803,70.4569033,62.29862387,66.04979096,67.09043504,60.43623696,79.2122641,55.1145343,60.36389112,70.07694397,70.2151445,74.01751345,74.46039325,66.77505586,73.93110279,67.91410992,63.81626461,60.73064725,61.97241164,69.28235298,64.73350392,70.00216931,71.03906278,68.90227258,66.74356361
Llama3.3,70B,71.51579584,74.32792728,81.42387722,80.42233085,76.64109615,58.1577269,70.07038819,67.57069238,71.21543515,65.90426408,65.95842365,64.55148009,59.6805299,78.87645939,61.21253598,61.90224208,69.30062534,70.76280402,71.45277433,74.6164849,67.92343295,71.56208123,68.83435942,66.37475772,61.00916454,62.53866075,70.04432073,63.96126108,70.59077387,70.76214555,70.26612075,67.4052719
DeepSeek-R1-Distill-Llama,70B,53.40448699,64.08248755,79.42340936,68.31078576,46.9507229,43.46020702,53.93952028,39.44785499,47.25008543,44.11664563,43.29351582,61.84960157,44.73401108,49.26879297,42.68530719,40.97144425,47.12814549,56.08929226,53.27707522,52.94783748,48.75469725,57.55959297,44.56484295,36.45686636,37.92202413,39.33259079,43.57146325,42.20412671,43.19249916,35.38618083,55.82292926,40.66550501
Qwen2.5,72B,69.53045965,74.85408357,82.21226028,81.31880408,76.85464804,55.14359202,65.98937379,76.23993429,72.87244644,70.70219749,64.57510898,70.93520707,57.87529906,77.86873211,39.7267594,40.74802569,71.77616405,71.18068051,75.40652236,74.29164047,67.84525053,74.23251461,66.95180049,67.82463344,62.3208895,63.59158243,70.21533203,65.40212818,69.23437409,71.523962,63.17774132,62.04516735
DeepSeek-V3,671B,75.5538248,79.85476119,85.37585206,82.13508149,78.6970406,68.8842468,76.98125756,72.7409888,78.28118904,74.16394838,76.36801781,72.26264616,65.08534515,80.78321045,66.8392237,67.09263878,70.95416309,71.62787997,74.86541772,73.71094637,68.04928868,76.06438689,67.69423564,65.40249665,61.11043973,62.61728819,70.16068437,65.05790211,70.6736133,70.21268552,71.59514624,67.72645882
gpt-4o-mini-2024-07-18,,74.32786723,77.50223161,82.01125603,82.8624858,77.47313279,62.76998864,72.10611572,74.79488674,73.31422282,70.62932617,74.04539354,69.68582383,63.64874224,80.41051064,60.5634739,53.77647393,68.69202155,66.51047199,68.1375795,68.50428135,66.9100345,67.48926451,62.10679045,64.19802152,58.0910444,58.34600206,63.48407402,60.86167493,64.86911313,60.88887635,67.70592831,61.94114227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifeval_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,36.1170905,73.16412476,67.2999509,53.90394031,57.74598579,25.85440828,17.76332154,57.74951224,40.43074765,30.77490979,25.05735734,17.23699184,19.69266031,28.77737873,18.15210242,15.78568781,79.47091879,87.13505399,80.3065349,82.87450705,82.55026613,62.11673726,44.77950742,79.20870629,74.66006524,67.62108996,69.08870662,61.98067469,68.43237161,73.19369504,31.88558023,23.34985826
Qwen2.5,7B,43.17360413,74.91879816,69.17816252,59.08778356,62.39054611,38.30236022,29.87184852,65.86304416,50.36653418,54.61321797,49.48240578,55.42968135,30.93371283,66.35762523,19.28432092,18.65193384,75.92268967,75.18835812,75.00904355,72.08616444,70.7414694,78.59977835,72.70040127,76.89708692,72.10889355,76.96960206,73.83138836,80.65023845,76.39296972,76.06470508,41.89101252,46.39773801
Llama3.1,8B,67.13990644,82.69282136,77.20168389,73.27238489,74.24378131,58.00370193,53.74821811,71.72744334,63.28288405,63.04738375,61.42694289,60.69172789,65.70717473,72.46859813,28.85902429,47.38448462,86.33495488,90.76185117,88.58443164,88.12221007,86.1532319,80.06127918,76.65514772,88.85689392,84.23247892,83.50919792,82.28793175,85.38939789,85.69951293,89.34489946,67.05157329,70.49606743
Aya-Expanse,8B,59.23056904,72.90608054,68.46346838,59.63158154,65.32314558,37.56116185,25.35368707,70.44015144,65.53111002,68.11212782,67.48247144,27.45742858,19.51604939,65.94130659,18.98353615,23.39290064,74.56759571,79.036498,78.43676032,72.59706989,69.79961722,68.75370545,62.82662644,82.04651016,73.86731768,77.65367603,78.12902941,69.41613834,71.07363168,78.89171236,39.43545799,31.91769092
Gemma2,9B,51.25081765,68.67376478,64.07668945,56.93728435,57.46725861,50.56227983,45.87396623,61.48144332,55.93279228,56.71834632,54.13739415,53.86691601,54.1080283,62.22589214,47.22868111,42.05255617,73.98350799,77.54157946,72.45744665,71.00406627,70.92413685,80.33889131,71.76498007,74.15352781,73.41098343,74.7266263,76.40733065,81.27359062,74.63171666,78.16401973,76.61059689,71.20968784
InternLM2.5,20B,34.35197724,56.30542681,49.68380119,40.39401436,44.03670521,28.38844592,17.38899934,53.99355421,36.87377299,35.76946224,32.62040794,19.06579755,16.71584882,33.71441842,17.99724532,14.80731188,79.23440662,75.54071178,63.5677865,71.48699379,77.23305204,63.26186672,38.37181124,69.03626004,76.06441492,78.69183863,69.25296416,65.40585724,75.0487519,80.63503344,39.72439031,20.93787736
Gemma2,27B,61.48966533,74.9578309,68.96651777,60.65683545,66.47171935,66.1590571,56.42937009,67.17228815,62.53416829,64.06817432,62.67433716,57.70606726,62.3824047,66.94494803,53.28201862,55.49577304,74.63673168,80.79817483,78.40088133,76.06367327,71.97603429,80.54751293,78.67913254,79.53008516,77.37133032,79.06979342,76.39141693,78.32758007,77.27835297,76.64759939,78.03017041,76.28425337
Aya-Expanse,32B,71.1252617,82.28249497,75.03447845,72.242191,77.57506333,49.7146036,49.39792942,78.74015297,75.76859405,75.33766248,74.65888333,43.33042416,50.08438035,78.49594391,23.57512994,28.27614769,78.38805624,83.97659744,77.6767676,78.03318721,78.00121621,79.23426801,79.55227362,85.60718354,79.8897482,81.25034691,79.34969114,82.2987319,81.24644147,79.57469209,62.68960865,54.91302548
Llama3.1,70B,62.37879854,77.98045863,68.8585661,66.20032747,68.59956354,67.21439106,67.57641215,63.85154411,60.05735901,61.04124053,64.36745689,60.28497421,70.52512485,69.3167377,50.42678975,62.37041012,86.12147968,87.10842997,82.94718875,85.05584496,82.28925473,85.16716969,86.28788478,83.71927262,76.48533025,83.30418176,84.67189535,86.80657283,86.57907867,84.3709514,81.47469559,83.0301461
Qwen2.5,72B,59.33743379,73.42198496,66.59200903,63.3331988,68.17699904,54.97712821,49.61512266,68.62249645,54.85925896,63.43385751,66.95000081,62.65879037,50.78409659,67.88388847,25.27270041,28.77949026,81.21524994,83.08898786,76.45415852,77.91322647,78.69284714,81.99976457,85.45209664,83.61985946,82.22008137,84.55969132,79.0875891,86.53440134,82.63055948,83.4636848,70.02219454,74.5056595
DeepSeek-V3,671B,74.62545554,87.05851947,81.79874065,79.39711103,78.81837802,78.25998565,74.24545427,76.76695169,75.31301866,78.99245686,79.25609152,75.07968565,77.47523725,79.91567088,61.71414535,71.18737896,87.02337252,89.28869524,85.63777435,85.42211838,84.22589352,87.4613636,85.98516976,85.2110504,83.77571095,88.3543646,86.27634259,90.13504478,88.74118861,86.94972761,85.08259979,86.25525546
gpt-4o-mini-2024-07-18,,73.79172415,85.72049522,82.8831041,76.87312158,77.69441553,66.68881894,60.88976633,75.37479448,70.09287721,73.19054625,76.50691246,69.05185746,72.68666552,76.72294868,59.09363065,45.69885688,86.68661201,90.18181997,86.03442659,86.24422182,85.44600963,86.4357475,84.3828665,90.07828709,87.43702661,90.00089037,84.19046349,88.93906733,86.07104006,87.482115,81.66946971,81.80986508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcb_v4_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,26.08819381,42.55626249,36.2477494,33.90515382,37.43827327,18.34384295,10.44954976,47.80386556,33.86251889,34.27614299,16.97200736,15.11681137,16.95965719,22.42590657,19.80821418,13.10931415,40.95376236,45.62274768,43.67975069,43.14920321,43.06541911,40.03151102,37.26232242,48.00042932,41.85686994,43.89857087,39.0599159,41.65433821,40.8134791,44.09336773,22.37814722,31.8755343
Qwen2.5,7B,30.17401156,44.59765125,38.42909924,35.44557497,35.95514856,24.70139217,18.20513127,43.80800571,35.08425757,31.44720979,27.76030208,33.08363893,27.53991241,37.9745227,17.59743692,10.63527582,41.79027419,45.79857,43.32477467,42.86325027,43.53584074,41.7775494,42.29752617,46.09395797,42.09453737,44.80675032,41.7859668,45.14960707,42.87893062,45.41623993,30.41462851,39.68206961
Llama3.1,8B,35.03902054,44.76731914,38.98686702,35.20869265,36.45993563,29.73220303,22.41947312,42.61069075,34.4341637,38.28655213,26.63243737,31.47735046,34.93530486,38.83584626,19.99733785,20.72931662,41.60027603,45.0031008,42.84173151,41.64388099,43.02579107,41.23338534,41.82842622,47.00822466,43.59724681,45.59914011,40.96485305,44.86290893,42.85110865,44.45359881,37.93192694,41.76875968
Aya-Expanse,8B,39.09342005,48.28927784,44.22808305,39.63047357,41.41621293,20.30870878,14.28809612,47.94224506,41.23659202,45.03047178,36.96458178,13.87321503,16.17747389,43.13980095,20.02081355,17.65384782,44.80857918,49.91408285,46.53896317,44.67222073,48.23425176,43.94357584,43.06320025,50.33256046,46.01921861,50.88928427,44.15012334,45.81879959,44.95246603,50.34354549,32.31702256,33.36644113
Gemma2,9B,36.68112553,46.47383344,38.77463034,37.22987052,38.96623102,37.59754111,27.73575408,44.47859056,38.53746807,42.29832781,31.77928305,36.10372845,37.10850956,40.33109274,24.92388786,24.75606284,42.54646535,46.14196577,44.50066645,43.08352441,44.71877554,41.71865645,42.97372771,48.23631683,43.45254475,46.75460614,42.29712386,45.82210823,43.95182569,47.1081522,40.51586652,41.76674109
InternLM2.5,20B,24.39190932,44.75018705,38.34230073,34.77945662,37.5110721,22.54153012,15.25860657,46.78301159,33.52168109,39.45721278,23.45928597,16.28329027,20.66638368,27.82477388,19.45526648,11.95771959,41.43260752,45.75575719,42.85496492,42.4260669,42.93123158,40.62172679,35.95488542,47.02088441,41.50755903,43.68806128,40.60552535,42.35178191,42.12085891,44.12462238,29.96200458,29.16230557
Gemma2,27B,39.48732113,46.68315672,38.88926727,37.7593029,39.06863214,40.57657506,27.03489231,45.1616037,39.83810141,42.49726757,35.36413291,37.93027569,40.02079691,39.05662521,27.0159228,24.98901562,42.19973049,45.2301966,43.65375482,42.82082142,43.67173409,42.37281936,42.40455133,47.37433004,42.46696891,45.62493759,42.0252951,46.35145357,43.5412151,45.61665691,40.18395468,41.83794345
Aya-Expanse,32B,40.82214139,48.4272566,39.95052048,36.70967453,39.82089594,27.48991533,17.78497072,48.14679785,41.79345001,44.16395933,37.58866895,22.30439541,29.73654187,42.14050575,16.63433287,13.98335202,41.9164088,46.29375038,43.30033909,42.92407154,43.72772332,41.89973406,42.80896728,47.45449299,42.65702103,45.78438157,41.96332618,46.24078037,43.37402733,45.51774546,37.46272462,39.76319721
Llama3.1,70B,37.78030086,46.32778937,39.04222328,35.66858658,36.97240659,38.51031409,26.38879196,43.48163595,38.25385702,40.71227011,33.34781981,36.54169001,39.3215312,39.48965361,27.75365857,28.86222673,40.94734785,44.59148231,42.41521185,42.03259619,42.59924401,41.61310056,41.58467886,46.07949653,41.01633731,43.31927154,40.77759125,44.70555183,42.08119027,44.22875876,38.960103,40.72542235
Qwen2.5,72B,34.9531974,45.66559393,37.88576485,36.67842312,37.52117906,36.88512994,27.24093222,45.01017196,38.72810344,43.2742613,36.24485496,38.70573698,36.90444035,40.04343438,18.02873646,18.36721775,41.01918571,44.38645606,42.45585256,41.64931572,42.57109927,41.00343089,41.57484875,45.98501166,41.13955369,43.34570579,40.93598695,45.01726019,42.25547399,44.16334595,37.57912399,40.45290042
DeepSeek-V3,671B,39.83307407,45.83318464,38.01540239,37.65929846,40.06719513,41.38993642,29.75326705,47.80328015,40.76472265,44.04510117,37.09061949,40.97164329,39.58042007,41.18088137,29.19937992,31.11315306,39.60800391,44.53424784,41.80598764,41.1712078,41.07760282,40.94939783,41.6566448,45.18630219,40.65287558,43.14795073,40.25409688,43.30025895,41.91591448,43.606747,38.93182256,41.2149433
gpt-4o-mini-2024-07-18,,39.36851975,46.2611628,38.13124437,36.26005254,38.99769765,37.67902559,26.80329742,45.07373903,39.11332475,42.18238739,35.51517414,37.48739174,37.9073513,38.23340235,27.27644379,21.60954716,41.1620354,44.92234604,42.41696739,41.98485055,43.03330295,41.43673427,41.60533091,46.35916164,41.61889302,44.48364834,40.82257914,44.45535472,42.5348937,44.43349123,38.97664915,40.91875609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,35.2394059,67.08130001,59.26173412,55.91222533,50.31167168,24.60328003,13.91896858,62.85907669,43.64981254,32.84727352,19.72329134,20.87967299,23.10049063,23.44192731,24.98866647,13.25856281,68.16293891,74.5548627,71.77683034,71.6984052,68.67191892,55.43837178,40.09576061,71.9709227,66.85407372,63.34243288,52.94138709,45.77099033,59.06745007,61.87340587,34.16434193,31.5854129
Qwen2.5,7B,42.3319412,69.32517775,61.57117661,59.20925786,48.44032137,31.80820009,23.1473602,62.44614884,52.11199191,48.96434692,36.55107702,40.21723746,30.43254322,54.17305088,18.21331321,15.99843157,70.12870362,73.85889299,71.62817039,71.87616939,69.61394869,65.92508462,59.33969532,72.08812482,68.32068406,69.79165068,64.08060339,67.94313374,64.50861287,69.67614198,39.87358303,46.7786588
Llama3.1,8B,53.07299374,73.42172331,63.96992786,61.44759227,53.02683925,46.799048,37.01940769,57.77531371,55.70634189,53.3051457,40.12456034,44.12873492,55.87675923,56.02987613,26.33668646,34.02247561,71.18681933,74.00749891,71.57120235,71.65966068,69.84762183,67.67571294,63.90631199,70.70994863,68.13874595,68.48341406,64.5181607,67.59368155,68.74791761,70.45556455,56.92322576,60.95234228
Aya-Expanse,8B,60.40507605,75.92587196,66.94414537,64.17990401,57.78897477,28.56169649,17.91320112,59.99623664,61.11357064,63.10972215,52.87389902,20.31432425,20.22014891,60.48119532,18.40756609,17.68904644,71.30964943,74.29731587,71.64743853,72.06501746,69.4541742,59.1318624,47.4358491,71.34490773,69.26185395,70.11193456,65.85433094,49.80654012,59.88182809,70.69003339,41.15167952,38.24856744
Gemma2,9B,59.30081434,75.79447939,66.17557351,63.74610226,58.64526945,51.74309955,40.97165498,62.60461455,60.84456058,62.28100623,48.57924017,51.52283247,61.2064834,60.6263308,32.09233334,38.05350425,72.26533952,75.52358194,72.43089692,72.48524158,70.91682623,70.07421349,66.43504959,72.13283213,70.94036922,71.83385948,67.87125817,70.30415977,71.04105646,72.76890106,64.21986495,64.84410114
InternLM2.5,20B,38.40342472,69.19922751,60.66847403,56.86287732,49.98911576,28.98777549,16.88255093,60.86456176,47.84901111,46.09977745,28.72049711,18.64966116,21.85384858,31.44629486,17.85945607,13.87513429,70.03886722,74.66740262,72.73642274,72.41902244,68.98635497,56.86689992,39.32223412,73.3884721,69.09794288,65.10825642,56.06405342,50.21230145,64.12960771,65.52759991,39.94930655,31.89613296
Gemma2,27B,63.55078259,77.62204871,67.32697546,65.53660936,61.98629305,60.50999193,45.67241754,63.15011659,63.20076497,65.26301684,51.56232362,55.54009866,66.39830798,60.91090379,36.26388914,44.11062479,73.47577013,75.78234036,73.81670644,73.27287624,71.9359204,71.36089686,69.98113925,73.72174371,72.91579947,73.23954701,69.07441891,72.11211051,73.12565169,73.92184222,65.18487102,69.12084684
Aya-Expanse,32B,64.61701466,77.82632625,67.63088585,65.45671358,60.30046338,40.2283599,28.48676909,63.25966,64.00313997,66.03837523,53.8238518,26.98278398,42.79744751,62.38245727,17.96746544,22.78688792,73.01184262,75.87683519,73.36411904,73.30253166,71.42650824,68.81986504,64.83588249,72.86208797,71.85370436,73.08709359,68.60693276,63.91672593,69.22465688,73.42912648,54.89759461,56.77575438
Llama3.1,70B,63.30979982,77.41987849,67.57962268,65.97612515,58.31241506,57.86796235,45.55975453,63.682167,62.47244065,64.04986148,50.5264586,52.88845598,66.25059373,60.62730122,37.05862782,46.82820568,73.66278157,75.83026729,73.65150402,73.44246678,71.52146357,71.39213112,69.55941882,73.57612068,72.41915346,72.86789837,68.64976271,72.31995389,72.6858806,73.74680013,65.16856736,68.52323953
Qwen2.5,72B,59.41298725,76.29837674,67.30389014,66.20823961,61.26381872,51.46247112,43.47551227,65.23532781,63.32123893,64.82474188,53.10219191,55.89587469,55.16123418,59.70031672,20.29805026,28.39106357,73.7318968,75.88892316,73.86242209,73.45705998,72.10624901,71.48333104,70.23695797,74.34555403,73.2175272,73.8766487,69.50833917,72.61849984,72.61597064,74.23785894,58.32280605,65.90876078
DeepSeek-V3,671B,66.0722815,78.31333756,69.07245786,67.202517,65.32599768,64.37646146,49.70861188,66.01521661,65.62965931,68.86929146,57.2158955,61.2050613,68.87706386,63.93922279,39.2003592,49.95236066,73.95386157,76.06587262,73.87219902,73.57263608,72.08410794,72.23328141,71.35059623,74.64019114,73.34303862,74.70902821,70.08926081,73.88387919,73.70317764,74.84012008,66.56158241,70.17787803
gpt-4o-mini-2024-07-18,,61.72094254,76.85138667,66.97640348,64.92954725,60.39679717,56.95251307,42.76193384,62.70730216,61.78934931,63.90222686,53.89086425,53.50914576,64.36269054,60.12769077,36.63857004,33.31232996,73.49142025,76.08128013,73.54292975,72.93822335,71.89704613,71.23406731,69.45526205,73.86368632,72.64817626,73.48494765,69.06766307,71.8906523,72.84161655,73.96278054,63.52342491,66.81361033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,39.20106981,78.52562957,80.20300193,70.27591576,60.68058966,26.03744854,14.64066228,74.44854531,58.39682682,29.66443603,24.54735245,16.42587472,18.03194143,25.91459208,21.68830465,12.81847559,81.41706117,92.26949017,91.14682799,88.00779835,85.24383125,57.89198796,52.65682183,89.94701078,81.83954334,76.88190027,62.79904193,51.44512697,67.97465003,73.91389906,38.9646619,37.80050122
